id_transaksi_detail,kode_transaksi,tgl_transaksi,kode_produk,nama_produk,harga,jumlah
2629,TRX906845,2023-04-15,PRD8290,Produk22,84570,6
3360,TRX391160,2023-04-15,PRD6340,Produk66,14507,5
3280,TRX871213,2023-04-15,PRD7012,Produk85,36024,5
7823,TRX405366,2023-04-15,PRD1326,Produk20,20019,9
2404,TRX348325,2023-04-16,PRD6269,Produk81,83903,6
2995,TRX641167,2023-04-16,PRD5917,Produk92,20188,9
7940,TRX128042,2023-04-16,PRD6437,Produk1,23937,2
4219,TRX654642,2023-04-16,PRD4995,Produk7,97011,3
6290,TRX605630,2023-04-16,PRD7773,Produk62,35974,6
1132,TRX362781,2023-04-16,PRD8537,Produk57,63673,4
5367,TRX372998,2023-04-16,PRD1751,Produk52,45495,4
8494,TRX921719,2023-04-16,PRD2381,Produk34,53070,8
4427,TRX496845,2023-04-16,PRD7490,Produk1,54168,8
5940,TRX728785,2023-04-16,PRD5557,Produk88,59231,5
9046,TRX900658,2023-04-17,PRD8310,Produk32,93221,8
3133,TRX773282,2023-04-17,PRD9846,Produk99,49511,8
4775,TRX730382,2023-04-17,PRD4233,Produk83,26999,5
2177,TRX868921,2023-04-17,PRD9097,Produk99,85799,7
2842,TRX725554,2023-04-17,PRD9656,Produk65,78193,6
2521,TRX655971,2023-04-17,PRD4572,Produk1,93207,4
5505,TRX511359,2023-04-17,PRD3379,Produk80,60593,9
4067,TRX115370,2023-04-17,PRD5948,Produk75,91963,5
5576,TRX200613,2023-04-17,PRD6310,Produk21,15405,4
4617,TRX336828,2023-04-17,PRD7594,Produk47,49281,4
8360,TRX127946,2023-04-18,PRD3451,Produk22,29026,7
2816,TRX759799,2023-04-18,PRD8075,Produk30,93522,8
3594,TRX316689,2023-04-18,PRD3381,Produk68,79650,6
2046,TRX469181,2023-04-18,PRD8211,Produk42,15064,3
8249,TRX783882,2023-04-18,PRD9496,Produk86,26353,9
9719,TRX282669,2023-04-18,PRD5816,Produk93,91280,4
9119,TRX485726,2023-04-18,PRD2967,Produk81,61084,4
2351,TRX336825,2023-04-18,PRD9555,Produk84,10933,9
7661,TRX518673,2023-04-18,PRD9228,Produk59,27236,2
2291,TRX616068,2023-04-18,PRD3646,Produk15,22326,4
3059,TRX381762,2023-04-19,PRD6166,Produk29,13925,2
2268,TRX288230,2023-04-19,PRD1212,Produk95,28314,6
1091,TRX259126,2023-04-19,PRD5219,Produk66,56981,4
2477,TRX643219,2023-04-19,PRD3588,Produk51,76191,3
3715,TRX447896,2023-04-19,PRD4392,Produk69,80148,2
8248,TRX185388,2023-04-19,PRD1593,Produk69,78097,2
6768,TRX390024,2023-04-19,PRD3308,Produk72,29995,3
6777,TRX456858,2023-04-19,PRD4884,Produk66,87438,8
7984,TRX275539,2023-04-19,PRD2088,Produk63,42895,6
6513,TRX519602,2023-04-19,PRD6260,Produk32,61950,7
9698,TRX461949,2023-04-20,PRD2799,Produk25,89136,9
9159,TRX152142,2023-04-20,PRD6460,Produk71,66443,8
1489,TRX894203,2023-04-20,PRD8460,Produk58,84561,6
3203,TRX497713,2023-04-20,PRD2801,Produk41,18464,2
5718,TRX488000,2023-04-20,PRD6552,Produk63,53209,5
2950,TRX228442,2023-04-20,PRD6302,Produk20,51356,3
3245,TRX724199,2023-04-20,PRD2830,Produk26,12048,2
3433,TRX569806,2023-04-20,PRD4519,Produk81,52074,8
8397,TRX584107,2023-04-20,PRD7253,Produk53,91126,9
2659,TRX214870,2023-04-20,PRD3694,Produk47,17598,4
4219,TRX725803,2023-04-21,PRD3257,Produk1,19495,9
3729,TRX586273,2023-04-21,PRD5836,Produk37,12766,5
9945,TRX328836,2023-04-21,PRD5362,Produk48,93283,9
6769,TRX702320,2023-04-21,PRD9744,Produk3,17061,1
9060,TRX561477,2023-04-21,PRD4509,Produk25,68959,1
8158,TRX385944,2023-04-21,PRD4457,Produk65,50363,1
4897,TRX521494,2023-04-21,PRD8473,Produk87,61812,6
1513,TRX425501,2023-04-21,PRD6048,Produk12,51495,9
1825,TRX660737,2023-04-21,PRD3177,Produk56,19300,1
8426,TRX123366,2023-04-21,PRD1400,Produk74,66424,8
5282,TRX778821,2023-04-22,PRD8787,Produk46,38691,8
4894,TRX385432,2023-04-22,PRD4923,Produk26,89058,4
3862,TRX845413,2023-04-22,PRD5508,Produk68,52835,4
7884,TRX487212,2023-04-22,PRD1871,Produk29,74301,5
2455,TRX960583,2023-04-22,PRD1322,Produk63,28104,6
5316,TRX404898,2023-04-22,PRD2553,Produk23,70948,2
2963,TRX460020,2023-04-22,PRD9977,Produk57,91962,7
5863,TRX201680,2023-04-22,PRD2036,Produk27,18174,4
2029,TRX350995,2023-04-22,PRD3186,Produk11,80049,8
5340,TRX912030,2023-04-22,PRD7113,Produk42,14724,2
1461,TRX265237,2023-04-23,PRD6629,Produk9,78195,8
3925,TRX187895,2023-04-23,PRD6148,Produk82,27944,9
3024,TRX945762,2023-04-23,PRD3982,Produk43,15276,5
5827,TRX934024,2023-04-23,PRD2489,Produk64,90583,9
4726,TRX720396,2023-04-23,PRD6413,Produk85,15146,3
6219,TRX728469,2023-04-23,PRD1540,Produk3,32624,1
6453,TRX661295,2023-04-23,PRD2154,Produk8,45925,1
8150,TRX339497,2023-04-23,PRD5474,Produk31,33425,5
6346,TRX830820,2023-04-23,PRD8487,Produk89,83259,8
5330,TRX495946,2023-04-23,PRD5582,Produk92,82790,1
5097,TRX758488,2023-04-24,PRD6840,Produk25,31495,5
3038,TRX995670,2023-04-24,PRD3931,Produk74,90816,3
5670,TRX272346,2023-04-24,PRD9661,Produk91,24058,4
5068,TRX873819,2023-04-24,PRD2031,Produk47,80104,9
6462,TRX704999,2023-04-24,PRD6966,Produk72,41957,3
9326,TRX790915,2023-04-24,PRD7995,Produk61,94973,8
3816,TRX291093,2023-04-24,PRD5178,Produk22,52852,7
5889,TRX819209,2023-04-24,PRD6386,Produk87,89620,9
2010,TRX526662,2023-04-24,PRD1825,Produk92,42092,7
2787,TRX243818,2023-04-24,PRD2897,Produk27,12208,7
9982,TRX312383,2023-04-25,PRD9225,Produk65,94350,6
1639,TRX167705,2023-04-25,PRD8436,Produk59,85297,2
6051,TRX511234,2023-04-25,PRD5120,Produk46,27540,4
6721,TRX493601,2023-04-25,PRD4021,Produk14,79550,4
9019,TRX206262,2023-04-25,PRD1888,Produk61,80875,8
8217,TRX214275,2023-04-25,PRD2812,Produk18,11591,6
4539,TRX348850,2023-04-25,PRD7291,Produk25,97287,9
7903,TRX219409,2023-04-25,PRD2321,Produk76,16837,9
9489,TRX648591,2023-04-25,PRD2677,Produk24,72118,1
2796,TRX421021,2023-04-25,PRD2428,Produk59,18343,9
5717,TRX160763,2023-04-26,PRD5965,Produk5,68887,7
8762,TRX910230,2023-04-26,PRD3584,Produk70,52306,1
1656,TRX132100,2023-04-26,PRD2458,Produk53,34235,7
6679,TRX907533,2023-04-26,PRD9373,Produk92,74414,8
1141,TRX358738,2023-04-26,PRD6103,Produk5,53006,3
8962,TRX345784,2023-04-26,PRD8287,Produk1,82087,7
8997,TRX708844,2023-04-26,PRD6923,Produk20,45720,2
2581,TRX314987,2023-04-26,PRD4113,Produk1,88716,6
3892,TRX199487,2023-04-26,PRD8627,Produk99,19545,7
1995,TRX111061,2023-04-26,PRD1604,Produk90,25438,2
1082,TRX284292,2023-04-27,PRD2191,Produk96,21228,3
9627,TRX496869,2023-04-27,PRD6475,Produk13,37807,6
2838,TRX803677,2023-04-27,PRD9217,Produk22,62089,8
9773,TRX865466,2023-04-27,PRD6523,Produk90,45033,8
5180,TRX375456,2023-04-27,PRD8673,Produk74,97347,8
5720,TRX250533,2023-04-27,PRD1253,Produk93,24933,8
9145,TRX873001,2023-04-27,PRD8874,Produk38,95443,6
6953,TRX180443,2023-04-27,PRD6391,Produk46,27736,5
6060,TRX449703,2023-04-27,PRD4494,Produk40,17597,5
3588,TRX331396,2023-04-27,PRD9823,Produk36,50257,2
3717,TRX880841,2023-04-28,PRD4923,Produk23,47030,4
9382,TRX217615,2023-04-28,PRD2512,Produk45,98050,5
7069,TRX334248,2023-04-28,PRD1553,Produk50,45860,5
8329,TRX594422,2023-04-28,PRD5519,Produk44,29053,5
5924,TRX194108,2023-04-28,PRD3464,Produk45,53020,9
7781,TRX582470,2023-04-28,PRD6595,Produk29,95454,7
7109,TRX147412,2023-04-28,PRD7165,Produk94,74959,8
1175,TRX965737,2023-04-28,PRD5461,Produk59,41499,8
4164,TRX962851,2023-04-28,PRD5231,Produk97,75770,5
4589,TRX959870,2023-04-28,PRD9123,Produk89,96784,2
9929,TRX369581,2023-04-29,PRD9127,Produk96,56392,6
5029,TRX888909,2023-04-29,PRD6919,Produk62,52091,1
3356,TRX914773,2023-04-29,PRD7580,Produk79,63649,6
7009,TRX308924,2023-04-29,PRD1589,Produk60,83330,8
7738,TRX289274,2023-04-29,PRD4153,Produk33,73565,1
8235,TRX793784,2023-04-29,PRD8819,Produk87,65886,9
1551,TRX714575,2023-04-29,PRD4399,Produk15,14819,9
2861,TRX890368,2023-04-29,PRD5048,Produk59,44342,8
3461,TRX456561,2023-04-29,PRD3018,Produk32,25278,8
4585,TRX108662,2023-04-29,PRD2336,Produk68,93662,7
5232,TRX943300,2023-04-30,PRD8412,Produk34,10491,6
2146,TRX564167,2023-04-30,PRD2147,Produk74,94728,2
4174,TRX522754,2023-04-30,PRD1118,Produk24,91038,1
9016,TRX339476,2023-04-30,PRD5546,Produk41,43461,4
6381,TRX714612,2023-04-30,PRD6705,Produk58,45379,4
2623,TRX547688,2023-04-30,PRD5905,Produk92,31273,6
8724,TRX450829,2023-04-30,PRD9149,Produk40,17548,6
7857,TRX135904,2023-04-30,PRD6252,Produk38,20321,3
5289,TRX967513,2023-04-30,PRD5461,Produk70,80159,2
9409,TRX419221,2023-04-30,PRD8905,Produk79,44523,3
1203,TRX569136,2023-05-01,PRD4599,Produk20,72434,4
6793,TRX970061,2023-05-01,PRD6768,Produk95,32216,4
1938,TRX992946,2023-05-01,PRD1573,Produk88,94357,8
8430,TRX984451,2023-05-01,PRD9851,Produk12,17296,6
1898,TRX248744,2023-05-01,PRD7819,Produk27,39862,2
6412,TRX258914,2023-05-01,PRD9450,Produk88,51107,9
2237,TRX548144,2023-05-01,PRD1359,Produk14,82230,5
3203,TRX753272,2023-05-01,PRD6187,Produk37,22563,7
7466,TRX866204,2023-05-01,PRD5957,Produk33,29325,9
6059,TRX318938,2023-05-01,PRD6678,Produk22,63167,6
7963,TRX105827,2023-05-02,PRD5455,Produk30,15533,5
8113,TRX209135,2023-05-02,PRD3681,Produk30,22839,1
4024,TRX880735,2023-05-02,PRD7086,Produk50,97145,7
9514,TRX315611,2023-05-02,PRD9723,Produk25,26905,8
8438,TRX720250,2023-05-02,PRD3082,Produk4,66531,9
6278,TRX694025,2023-05-02,PRD8738,Produk5,29359,9
1217,TRX151685,2023-05-02,PRD3043,Produk77,72444,2
3393,TRX660056,2023-05-02,PRD6971,Produk41,87810,7
2214,TRX504179,2023-05-02,PRD4130,Produk38,38477,7
7686,TRX948521,2023-05-02,PRD2892,Produk94,42986,2
7723,TRX414208,2023-05-03,PRD4530,Produk82,48170,6
7020,TRX234477,2023-05-03,PRD8075,Produk94,44521,5
9431,TRX766492,2023-05-03,PRD9718,Produk78,19704,2
5196,TRX626928,2023-05-03,PRD2661,Produk83,29789,8
4641,TRX797344,2023-05-03,PRD9323,Produk69,22037,1
6858,TRX860026,2023-05-03,PRD8280,Produk71,62304,3
7183,TRX604246,2023-05-03,PRD8142,Produk71,13485,2
1841,TRX335657,2023-05-03,PRD5935,Produk20,75460,4
3157,TRX146846,2023-05-03,PRD7379,Produk19,37147,8
8019,TRX159157,2023-05-03,PRD7146,Produk67,35055,9
2474,TRX265629,2023-05-04,PRD3251,Produk21,91966,3
3042,TRX449677,2023-05-04,PRD7043,Produk25,51719,3
6143,TRX989878,2023-05-04,PRD2029,Produk25,99927,9
4900,TRX446827,2023-05-04,PRD5131,Produk33,27046,1
5260,TRX865297,2023-05-04,PRD7232,Produk30,35447,6
6506,TRX966535,2023-05-04,PRD4172,Produk3,25661,6
6261,TRX632232,2023-05-04,PRD9142,Produk27,85980,5
8200,TRX621147,2023-05-04,PRD8317,Produk59,41329,4
6186,TRX134839,2023-05-04,PRD6439,Produk15,76950,6
3835,TRX819353,2023-05-04,PRD4109,Produk61,46021,1
9708,TRX257423,2023-05-05,PRD1210,Produk88,34977,1
5124,TRX331278,2023-05-05,PRD2281,Produk59,96200,6
6578,TRX523251,2023-05-05,PRD2765,Produk80,22993,2
5837,TRX227056,2023-05-05,PRD9277,Produk97,31583,8
8793,TRX722507,2023-05-05,PRD8063,Produk93,16874,5
9201,TRX769148,2023-05-05,PRD6926,Produk29,15261,4
4433,TRX504461,2023-05-05,PRD9908,Produk97,27408,1
1446,TRX874551,2023-05-05,PRD2386,Produk95,81107,5
9707,TRX915209,2023-05-05,PRD5935,Produk87,34423,7
6468,TRX125324,2023-05-05,PRD5003,Produk40,66744,1
5443,TRX192262,2023-05-06,PRD2272,Produk21,84787,7
9505,TRX311247,2023-05-06,PRD1533,Produk86,84457,4
7265,TRX311179,2023-05-06,PRD5023,Produk15,97188,4
9126,TRX609671,2023-05-06,PRD3321,Produk31,51813,5
5470,TRX362419,2023-05-06,PRD1505,Produk79,31113,7
3896,TRX336375,2023-05-06,PRD7320,Produk42,29248,8
6504,TRX876135,2023-05-06,PRD8631,Produk66,56024,3
4858,TRX494143,2023-05-06,PRD7684,Produk16,57409,1
3076,TRX412185,2023-05-06,PRD8971,Produk51,82854,9
8632,TRX916911,2023-05-06,PRD9782,Produk27,22839,9
8134,TRX854980,2023-05-07,PRD8150,Produk74,24644,8
3607,TRX543641,2023-05-07,PRD6204,Produk29,25705,1
4095,TRX102797,2023-05-07,PRD4062,Produk95,18605,2
3443,TRX687798,2023-05-07,PRD3982,Produk49,13288,7
4012,TRX465723,2023-05-07,PRD7569,Produk14,63683,7
9699,TRX647460,2023-05-07,PRD2574,Produk10,81948,6
1701,TRX471933,2023-05-07,PRD4009,Produk39,80637,6
4399,TRX511287,2023-05-07,PRD4654,Produk15,78487,2
4171,TRX954870,2023-05-07,PRD1517,Produk30,17495,2
3617,TRX672830,2023-05-07,PRD8370,Produk38,68813,7
6717,TRX975130,2023-05-08,PRD7259,Produk6,35173,4
9021,TRX440552,2023-05-08,PRD1053,Produk32,56149,2
7550,TRX458110,2023-05-08,PRD5710,Produk82,33796,6
4288,TRX348856,2023-05-08,PRD9209,Produk37,23240,6
2595,TRX517705,2023-05-08,PRD1838,Produk49,38902,1
6109,TRX337025,2023-05-08,PRD5694,Produk45,45560,4
5555,TRX456954,2023-05-08,PRD4184,Produk19,43220,3
4479,TRX369755,2023-05-08,PRD3193,Produk56,79361,9
7700,TRX599425,2023-05-08,PRD5427,Produk94,88661,1
5308,TRX914605,2023-05-08,PRD2597,Produk6,47369,6
8114,TRX449061,2023-05-09,PRD2828,Produk5,26475,3
7074,TRX642605,2023-05-09,PRD8283,Produk34,80158,1
8138,TRX831346,2023-05-09,PRD9989,Produk48,61920,1
1430,TRX311027,2023-05-09,PRD5700,Produk17,46072,2
3775,TRX769434,2023-05-09,PRD7003,Produk6,38219,6
7466,TRX639328,2023-05-09,PRD1952,Produk38,88241,8
5591,TRX241797,2023-05-09,PRD1126,Produk55,30140,7
1326,TRX163728,2023-05-09,PRD4588,Produk96,20276,2
6154,TRX801199,2023-05-09,PRD4600,Produk16,45670,2
6286,TRX464639,2023-05-09,PRD4123,Produk14,99212,5
2274,TRX346447,2023-05-10,PRD7377,Produk38,22893,7
6264,TRX150629,2023-05-10,PRD8576,Produk57,44960,2
9114,TRX203574,2023-05-10,PRD4743,Produk43,71996,2
1114,TRX559691,2023-05-10,PRD2821,Produk24,51261,4
7802,TRX809456,2023-05-10,PRD6648,Produk19,77780,8
8613,TRX705027,2023-05-10,PRD4116,Produk28,25984,2
8230,TRX532258,2023-05-10,PRD7389,Produk83,51562,2
1993,TRX864062,2023-05-10,PRD5442,Produk42,29375,3
1909,TRX434286,2023-05-10,PRD8678,Produk47,18300,9
6734,TRX347307,2023-05-10,PRD7948,Produk26,18632,5
6234,TRX442186,2023-05-11,PRD3674,Produk64,39269,8
7069,TRX703576,2023-05-11,PRD1901,Produk14,75435,4
9167,TRX541394,2023-05-11,PRD2989,Produk12,41046,4
5137,TRX887680,2023-05-11,PRD8627,Produk4,98322,9
3355,TRX426561,2023-05-11,PRD3461,Produk47,38368,7
5795,TRX312612,2023-05-11,PRD2189,Produk74,76594,4
1664,TRX934193,2023-05-11,PRD9394,Produk56,34002,9
9392,TRX561410,2023-05-11,PRD6409,Produk70,47447,4
1592,TRX332023,2023-05-11,PRD9848,Produk53,83540,8
9240,TRX687490,2023-05-11,PRD5135,Produk59,50641,7
9656,TRX903891,2023-05-12,PRD2254,Produk97,23382,4
5694,TRX681527,2023-05-12,PRD5374,Produk10,19633,5
4674,TRX954489,2023-05-12,PRD5339,Produk58,20687,8
4518,TRX503929,2023-05-12,PRD8521,Produk60,12508,1
5504,TRX638535,2023-05-12,PRD9381,Produk65,93692,4
2081,TRX910574,2023-05-12,PRD6383,Produk28,88208,6
9820,TRX821121,2023-05-12,PRD4931,Produk59,17185,4
4830,TRX698468,2023-05-12,PRD6586,Produk76,60319,7
9548,TRX283195,2023-05-12,PRD6858,Produk72,63107,3
6352,TRX909512,2023-05-12,PRD2561,Produk23,72851,3
7256,TRX950399,2023-05-13,PRD3781,Produk4,32582,6
5204,TRX250411,2023-05-13,PRD1493,Produk44,47310,4
7708,TRX357944,2023-05-13,PRD3038,Produk24,31809,5
3855,TRX503775,2023-05-13,PRD7207,Produk92,37600,8
8918,TRX399767,2023-05-13,PRD2301,Produk43,38044,7
2105,TRX605738,2023-05-13,PRD4618,Produk27,64766,1
4917,TRX571467,2023-05-13,PRD2051,Produk47,34072,8
1293,TRX935345,2023-05-13,PRD3591,Produk68,79522,2
3882,TRX143581,2023-05-13,PRD2111,Produk24,87272,4
5667,TRX108733,2023-05-13,PRD9470,Produk36,77050,4
5668,TRX807833,2023-05-14,PRD8543,Produk60,73372,2
2267,TRX473532,2023-05-14,PRD2234,Produk70,32795,9
1943,TRX543509,2023-05-14,PRD5988,Produk11,93487,6
2816,TRX756302,2023-05-14,PRD9007,Produk56,66056,9
6478,TRX572223,2023-05-14,PRD7360,Produk20,87692,2
1736,TRX804363,2023-05-14,PRD4897,Produk55,42025,6
2961,TRX541483,2023-05-14,PRD2402,Produk44,36690,4
2425,TRX943434,2023-05-14,PRD4612,Produk75,49936,5
3409,TRX950236,2023-05-14,PRD5491,Produk8,59680,6
6468,TRX438056,2023-05-14,PRD2973,Produk18,41628,5
4445,TRX193703,2023-05-15,PRD5095,Produk77,14932,9
9931,TRX741826,2023-05-15,PRD1492,Produk75,96235,6
1076,TRX592276,2023-05-15,PRD8367,Produk7,18405,4
2974,TRX915349,2023-05-15,PRD3278,Produk81,13284,9
2660,TRX148893,2023-05-15,PRD8639,Produk59,60959,6
3003,TRX199874,2023-05-15,PRD8622,Produk73,40051,7
6644,TRX855222,2023-05-15,PRD3861,Produk52,80800,1
8650,TRX476857,2023-05-15,PRD2876,Produk52,26610,8
3767,TRX617685,2023-05-15,PRD7557,Produk10,10942,8
8687,TRX959981,2023-05-15,PRD7482,Produk5,40302,9
6787,TRX594853,2023-05-16,PRD8188,Produk24,53859,5
6884,TRX385420,2023-05-16,PRD6880,Produk92,53740,7
5666,TRX342436,2023-05-16,PRD9397,Produk89,60681,2
6678,TRX194062,2023-05-16,PRD5748,Produk67,90436,5
2590,TRX375915,2023-05-16,PRD3801,Produk42,41743,6
3595,TRX675343,2023-05-16,PRD5938,Produk84,30415,6
6600,TRX859549,2023-05-16,PRD3271,Produk29,86183,8
1478,TRX706470,2023-05-16,PRD1157,Produk44,35374,5
9557,TRX883059,2023-05-16,PRD1108,Produk94,66535,4
5132,TRX430065,2023-05-16,PRD8513,Produk58,55589,3
4190,TRX122201,2023-05-17,PRD4690,Produk60,10632,6
9225,TRX718238,2023-05-17,PRD8840,Produk79,78027,1
8424,TRX369689,2023-05-17,PRD4418,Produk40,84647,7
6705,TRX181388,2023-05-17,PRD4794,Produk22,37002,3
2269,TRX612039,2023-05-17,PRD5527,Produk7,22749,7
7064,TRX769871,2023-05-17,PRD6589,Produk73,56650,8
5955,TRX746866,2023-05-17,PRD3009,Produk76,85588,4
2771,TRX415332,2023-05-17,PRD8211,Produk88,74176,1
7181,TRX883662,2023-05-17,PRD1603,Produk52,80047,5
1502,TRX609627,2023-05-17,PRD8884,Produk39,49750,2
6177,TRX104351,2023-05-18,PRD7106,Produk62,16548,8
8931,TRX625133,2023-05-18,PRD9969,Produk46,95070,1
9455,TRX172974,2023-05-18,PRD2716,Produk90,38964,1
5365,TRX212960,2023-05-18,PRD4170,Produk75,99322,2
1421,TRX493873,2023-05-18,PRD9836,Produk99,65546,5
8712,TRX337975,2023-05-18,PRD6225,Produk36,49861,7
7989,TRX765392,2023-05-18,PRD7370,Produk56,33044,3
1738,TRX438612,2023-05-18,PRD3819,Produk74,76126,6
8342,TRX273063,2023-05-18,PRD8716,Produk75,91251,9
2595,TRX411927,2023-05-18,PRD5933,Produk71,47362,6
8768,TRX847564,2023-05-19,PRD6543,Produk8,13702,7
8242,TRX623407,2023-05-19,PRD8831,Produk27,96588,6
9149,TRX734792,2023-05-19,PRD5756,Produk61,74024,1
2280,TRX664722,2023-05-19,PRD1456,Produk70,99017,6
7692,TRX777602,2023-05-19,PRD7948,Produk31,50376,9
1921,TRX858807,2023-05-19,PRD8314,Produk88,67612,4
1372,TRX286156,2023-05-19,PRD7266,Produk25,77301,9
1511,TRX907344,2023-05-19,PRD7507,Produk98,77517,7
2857,TRX772516,2023-05-19,PRD7042,Produk73,13421,5
1963,TRX904781,2023-05-19,PRD4065,Produk33,49259,1
3145,TRX514928,2023-05-20,PRD3747,Produk66,95620,1
8292,TRX730150,2023-05-20,PRD3166,Produk4,16881,8
1859,TRX905359,2023-05-20,PRD2506,Produk5,50924,6
6147,TRX439350,2023-05-20,PRD2512,Produk63,37466,9
8949,TRX967744,2023-05-20,PRD9230,Produk66,51042,6
4364,TRX461825,2023-05-20,PRD7159,Produk27,78582,3
1695,TRX505595,2023-05-20,PRD9688,Produk29,66497,1
9237,TRX557319,2023-05-20,PRD3712,Produk12,95778,3
8293,TRX802111,2023-05-20,PRD2743,Produk34,76601,7
5013,TRX783885,2023-05-20,PRD8186,Produk38,29132,6
4898,TRX959614,2023-05-21,PRD3734,Produk84,78565,6
4794,TRX301537,2023-05-21,PRD4606,Produk23,13562,3
7185,TRX879875,2023-05-21,PRD3445,Produk24,63825,9
4325,TRX334632,2023-05-21,PRD1013,Produk79,57233,6
8685,TRX436343,2023-05-21,PRD7841,Produk56,99461,1
1152,TRX925578,2023-05-21,PRD4816,Produk11,98425,2
2440,TRX823166,2023-05-21,PRD4859,Produk75,89606,3
3060,TRX843020,2023-05-21,PRD8891,Produk20,78845,3
3632,TRX917457,2023-05-21,PRD4682,Produk49,87242,8
9705,TRX956355,2023-05-21,PRD2508,Produk19,97587,4
4095,TRX909728,2023-05-22,PRD6337,Produk43,83234,2
2969,TRX630969,2023-05-22,PRD2352,Produk71,38885,4
5370,TRX349853,2023-05-22,PRD3856,Produk76,27445,2
2688,TRX156959,2023-05-22,PRD2847,Produk83,80731,5
2227,TRX691718,2023-05-22,PRD9182,Produk57,14799,8
2903,TRX135959,2023-05-22,PRD4763,Produk26,62945,2
7573,TRX783822,2023-05-22,PRD8621,Produk68,49133,6
5623,TRX714297,2023-05-22,PRD3740,Produk4,56036,5
9143,TRX953990,2023-05-22,PRD4648,Produk56,74746,4
6621,TRX636976,2023-05-22,PRD8317,Produk18,46310,1
7181,TRX801059,2023-05-23,PRD6993,Produk82,77023,7
1520,TRX784765,2023-05-23,PRD8667,Produk22,69683,7
1858,TRX747689,2023-05-23,PRD3750,Produk73,57823,8
9980,TRX671520,2023-05-23,PRD2322,Produk30,39494,8
9198,TRX610453,2023-05-23,PRD8381,Produk86,48846,7
1917,TRX826248,2023-05-23,PRD6843,Produk7,45830,1
2236,TRX804616,2023-05-23,PRD5097,Produk86,29975,1
4961,TRX805443,2023-05-23,PRD8248,Produk4,57391,2
6306,TRX853901,2023-05-23,PRD5603,Produk18,20870,4
7441,TRX145191,2023-05-23,PRD5748,Produk24,87112,2
1363,TRX336457,2023-05-24,PRD5048,Produk60,32911,4
5729,TRX603447,2023-05-24,PRD9282,Produk90,41485,9
2835,TRX473500,2023-05-24,PRD8055,Produk44,57528,6
8065,TRX148300,2023-05-24,PRD9392,Produk95,11074,6
4551,TRX208806,2023-05-24,PRD9173,Produk69,61661,8
2244,TRX574322,2023-05-24,PRD7970,Produk20,51997,4
2483,TRX762387,2023-05-24,PRD1020,Produk1,87396,9
2013,TRX944993,2023-05-24,PRD9658,Produk21,34823,2
9526,TRX157861,2023-05-24,PRD2945,Produk3,95379,3
5670,TRX413948,2023-05-24,PRD2743,Produk65,82081,6
2462,TRX173876,2023-05-25,PRD2894,Produk68,61484,4
2294,TRX597147,2023-05-25,PRD2058,Produk93,74873,6
6950,TRX982118,2023-05-25,PRD6729,Produk2,44845,5
2009,TRX550088,2023-05-25,PRD1528,Produk99,14591,4
2241,TRX887384,2023-05-25,PRD3864,Produk16,98987,9
7408,TRX443267,2023-05-25,PRD2165,Produk59,88890,5
4177,TRX713728,2023-05-25,PRD9624,Produk92,25399,3
8748,TRX975374,2023-05-25,PRD4678,Produk37,41297,7
6638,TRX310542,2023-05-25,PRD5106,Produk85,36216,4
8787,TRX838555,2023-05-25,PRD1603,Produk70,92443,1
9502,TRX530735,2023-05-26,PRD2742,Produk2,74636,3
7767,TRX765347,2023-05-26,PRD6122,Produk93,14011,1
3563,TRX965445,2023-05-26,PRD7469,Produk31,30817,2
7133,TRX178757,2023-05-26,PRD2421,Produk80,38257,8
6401,TRX155444,2023-05-26,PRD3284,Produk92,43577,7
7614,TRX760315,2023-05-26,PRD3639,Produk85,41568,1
7887,TRX477135,2023-05-26,PRD1647,Produk93,61254,6
3871,TRX807221,2023-05-26,PRD8778,Produk55,73864,7
5343,TRX701970,2023-05-26,PRD6312,Produk52,25618,1
4358,TRX206924,2023-05-26,PRD9606,Produk46,89340,9
7390,TRX939066,2023-05-27,PRD1899,Produk44,60697,5
3022,TRX510855,2023-05-27,PRD1893,Produk55,26524,1
1949,TRX395531,2023-05-27,PRD7855,Produk34,59829,7
2958,TRX740681,2023-05-27,PRD6876,Produk26,46376,2
4403,TRX794366,2023-05-27,PRD7359,Produk76,71034,4
1302,TRX255868,2023-05-27,PRD3410,Produk87,45231,5
7183,TRX715872,2023-05-27,PRD1158,Produk86,15840,1
7505,TRX420751,2023-05-27,PRD8211,Produk76,80689,2
3849,TRX980840,2023-05-27,PRD8954,Produk98,44367,2
4072,TRX381342,2023-05-27,PRD1931,Produk96,18568,4
5298,TRX967677,2023-05-28,PRD3868,Produk7,19639,3
1053,TRX873029,2023-05-28,PRD6132,Produk93,23614,7
7998,TRX489570,2023-05-28,PRD3654,Produk12,70483,3
9491,TRX910713,2023-05-28,PRD6432,Produk45,75538,5
2196,TRX814020,2023-05-28,PRD8398,Produk50,12441,9
4334,TRX227744,2023-05-28,PRD7699,Produk79,45961,9
1020,TRX152865,2023-05-28,PRD6045,Produk40,63571,6
8500,TRX290426,2023-05-28,PRD5177,Produk82,99653,3
7009,TRX380842,2023-05-28,PRD5532,Produk56,20402,9
6018,TRX938573,2023-05-28,PRD7432,Produk94,68409,5
2040,TRX810355,2023-05-29,PRD5406,Produk35,77199,5
5743,TRX532811,2023-05-29,PRD8109,Produk44,78530,1
